date,Open,High,Low,Volume,Pct,Direction,50ma,100ma,200ma,MOM_1,MOM_5,Bollinger,MACD,MACD_SIGNAL,MACD_DIFF,cci,adx,trix,atr,RSI,wr_10,Close
2011-04-01,15.752980865375,15.752980865375,15.530567795708,19209900.0,0.00024408103492223887,0,17.038778019226914,16.769547053179956,16.526357630215855,0.00024408103492223887,-0.03644486245001255,-0.47950932015337827,-0.28761092356567275,-0.3191836530482397,0.03157272948256695,-68.42867031647582,51.00395150056902,-0.2708773494935089,0.4174621711282281,0.3899967223753699,40.49295774646157,15.714633784398
2011-04-04,15.588088417173,15.676286703421,15.415526552777,21844800.0,-0.0156173743289304,1,16.98663283382607,16.755701174064196,16.51225322704065,-0.0156173743289304,-0.04271476032273169,-0.8367298456517447,-0.30530525832775446,-0.3164079741041427,0.011102715776388217,-101.98001816521882,55.364253973284114,-0.2674416180818234,0.40900824687771187,0.35517850023546743,51.76056338025595,15.469212466145
2011-04-05,15.480716590438,15.637939622444,15.419361260874,16152700.0,-0.0012394645513443825,1,16.931654687479693,16.741510759902766,16.498948781898463,-0.0012394645513443825,-0.019946485040144846,-0.7721715605249212,-0.3172185921167969,-0.31657009770667355,-0.0006484944101233792,-104.98111850387697,58.478755739509175,-0.2684603347753683,0.39540611221287525,0.35253050589488255,52.64084507041844,15.450038925656
2011-04-06,15.484551298535,15.856517984013,15.465377758047,19679700.0,0.02208984859767993,0,16.887100010184135,16.7347824264289,16.488761230890066,0.02208984859767993,-0.0029055690072343765,-0.14616806314128156,-0.2957120389658936,-0.3123984859585176,0.016686446992624004,-47.352348026480165,54.00578540120998,-0.26358585229186116,0.3961970369374556,0.43349242442817676,36.97183098590367,15.791327946352
2011-04-07,15.856517984013,16.02907984841,15.745311449179,16693100.0,-0.002428363283143664,0,16.843309322603872,16.73107041415255,16.478153223012413,-0.002428363283143664,0.0026848913839545574,-0.20267702537661955,-0.2785512640228536,-0.3056290415713848,0.027077777548531246,-10.730231173713298,46.16641598817986,-0.2553411910891032,0.388166419958423,0.4270311862674591,38.73239436618267,15.752980865375
2011-04-08,15.722303200593,15.737642032984,15.538237211903,13263500.0,-0.009250243427470162,0,16.797675908803754,16.724640615762663,16.468722632799317,-0.009250243427470162,-0.00683260126892693,-0.4220820072224038,-0.2735561393805046,-0.2992144611332088,0.025658321752704216,-57.97246058674196,43.42307254657905,-0.24791973429075917,0.37577907949510697,0.40248136714847144,40.726577437844455,15.607261957662
2011-04-11,15.61109666576,15.829675027329,15.591923125271,12805700.0,0.00859950859952785,0,16.76414201838133,16.722379758561342,16.459905936137233,0.00859950859952785,0.017600396628649317,-0.17259869400641353,-0.2558185388963832,-0.2905352766858437,0.03471673778946055,-30.29006181643857,38.91729715494745,-0.2375702001368834,0.3659199953924564,0.43471612639636603,21.768707482951797,15.741476741082
2011-04-12,15.599592541467,15.791327946352,15.542071920001,13180200.0,0.000730816077946228,0,16.729460372243413,16.723404535149083,16.450860858266143,0.000730816077946228,0.019607843137271486,-0.15824782401627036,-0.2380885395547221,-0.2800459292596194,0.04195738970489732,-32.1297114251854,36.50891706763168,-0.2249746644087712,0.35758685474663815,0.4375171717482098,45.000000000024464,15.752980865375
2011-04-13,15.726137908691,15.933212145967,15.664782579128,12705300.0,0.001217137293053172,0,16.688808831875633,16.721870653607713,16.445285289697022,0.001217137293053172,-0.0012141816416034734,-0.1695441583845106,-0.21995474151814065,-0.2680276917113237,0.04807295019318303,9.802193497850732,30.53774282386746,-0.21055960828074627,0.3512184770389497,0.4424756772138741,41.87500000011083,15.772154405863
2011-04-14,15.530567795708,15.618766081955,15.384848887995,16913800.0,-0.018721128130297693,1,16.639419618067933,16.714328054015574,16.44017749095747,-0.018721128130297693,-0.017526777020459905,-0.6528817327335231,-0.22679524645407412,-0.25978120265987376,0.03298595620579964,-99.84598459852133,31.241410177220057,-0.20187534951722466,0.3537961228124534,0.38603710913597006,85.7142857142856,15.47688188234
2011-04-15,15.484551298535,15.595757833369,15.415526552777,14688500.0,-0.002477700693752638,1,16.585971960270772,16.703498790438893,16.435621301572255,-0.002477700693752638,-0.010810810810807703,-0.6520504795722909,-0.23262908160769413,-0.2543507784494378,0.021721696841743687,-92.81365998508566,31.744029715329056,-0.19739006089619165,0.341398634082421,0.37927113499697945,91.66666666665377,15.438534801363
2011-04-18,15.323493558432,15.354171223213,15.016716910615,18535300.0,-0.012667660208644516,1,16.52777088797979,16.68712303417412,16.430239742598374,-0.012667660208644516,-0.03166869671134387,-0.8523700745070287,-0.2501497411642166,-0.2535105709923936,0.003360829828176981,-209.22790816992648,37.482636383119036,-0.19950129989865778,0.34714286670139094,0.3459675137482233,77.65151515149442,15.24296468838
2011-04-19,15.273642353162,15.358005931311,15.089576364472,13504600.0,0.006040251572332789,1,16.46597643627863,16.673367887327252,16.4246323759385,0.006040251572332789,-0.02653115871470657,-0.6330978279294743,-0.2536813219432972,-0.2535447211825743,-0.00013660076072286031,-142.19193630432193,41.44680817468345,-0.20270854238140912,0.3415204881397916,0.37384356061723084,68.55681818179526,15.335036029806
2011-04-20,15.591923125271,15.79516265445,15.588088417173,14201200.0,0.02250306950966885,0,16.41108369221171,16.66514548940309,16.41733867434359,0.02250306950966885,-0.005835156819843812,-0.07402571578646276,-0.22602909612716893,-0.24804159617149324,0.022012500044324312,45.39960830440524,31.728675550447853,-0.19778987294848224,0.34999235503294934,0.46575311116653006,34.46969696975042,15.680121411518
2011-04-21,15.798997362547,15.798997362547,15.614931373857,9517600.0,0.0024455857177758666,0,16.350834164424953,16.659598556900363,16.409245581807944,0.0024455857177758666,0.015609514370634514,0.06387655423860616,-0.19872939028300785,-0.23817915499379616,0.039449764710788315,53.23872777556093,24.697256741228088,-0.18663781158892265,0.33814047172273864,0.4749755910663419,23.430962343139903,15.718468492495
2011-04-25,15.745311449179,15.787493238254,15.507559547122,13925000.0,-0.011222249329075784,0,16.290118567857995,16.65484705265571,16.400708889216546,-0.011222249329075784,0.006706408345749093,-0.25609422984549585,-0.18914753091422298,-0.22837283017788151,0.03922529926365853,7.632336095589569,21.96869401254415,-0.17575773499871006,0.33398284453768584,0.43755736226244646,42.677824267768685,15.542071920001
