date,Open,High,Low,Close,Volume
2011-04-01,15.752980865375,15.752980865375,15.530567795708,15.714633784398,19209900.0
2011-04-04,15.588088417173,15.676286703421,15.415526552777,15.469212466145,21844800.0
2011-04-05,15.480716590438,15.637939622444,15.419361260874,15.450038925656,16152700.0
2011-04-06,15.484551298535,15.856517984013,15.465377758047,15.791327946352,19679700.0
2011-04-07,15.856517984013,16.02907984841,15.745311449179,15.752980865375,16693100.0
2011-04-08,15.722303200593,15.737642032984,15.538237211903,15.607261957662,13263500.0
2011-04-11,15.61109666576,15.829675027329,15.591923125271,15.741476741082,12805700.0
2011-04-12,15.599592541467,15.791327946352,15.542071920001,15.752980865375,13180200.0
2011-04-13,15.726137908691,15.933212145967,15.664782579128,15.772154405863,12705300.0
2011-04-14,15.530567795708,15.618766081955,15.384848887995,15.47688188234,16913800.0
2011-04-15,15.484551298535,15.595757833369,15.415526552777,15.438534801363,14688500.0
2011-04-18,15.323493558432,15.354171223213,15.016716910615,15.24296468838,18535300.0
2011-04-19,15.273642353162,15.358005931311,15.089576364472,15.335036029806,13504600.0
2011-04-20,15.591923125271,15.79516265445,15.588088417173,15.680121411518,14201200.0
2011-04-21,15.798997362547,15.798997362547,15.614931373857,15.718468492495,9517600.0
2011-04-25,15.745311449179,15.787493238254,15.507559547122,15.542071920001,13925000.0
2011-04-26,15.499890130926,15.706964368202,15.361840639409,15.603427249564,21200000.0
2011-04-27,15.66094787103,15.79516265445,15.61109666576,15.737642032984,13104100.0
2011-04-28,15.806666778743,15.837344443524,15.484551298535,15.542071920001,19631000.0
2011-04-29,15.584253709076,15.591923125271,15.334997682725,15.480716590438,14447400.0
2011-05-02,15.603427249564,15.637939622444,15.327328266529,15.369510055604,14262900.0
2011-05-03,15.285146477455,15.484551298535,15.262138228868,15.465377758047,14865800.0
2011-05-04,15.484551298535,15.768319697766,15.419361260874,15.699294952007,15372800.0
2011-05-05,15.588088417173,15.848848567817,15.572749584783,15.645609038639,12871300.0
2011-05-06,15.741476741082,15.921708021674,15.597675187418,15.649443746737,12829500.0
2011-05-09,15.641774330541,15.860352692111,15.62643549815,15.729972616789,9307900.0
2011-05-10,15.752980865375,16.006071599823,15.722303200593,15.940881562162,9006400.0
2011-05-11,15.906369189283,15.937046854065,15.630270206248,15.745311449179,16927100.0
2011-05-12,15.676286703421,15.791327946352,15.61109666576,15.676286703421,14165300.0
2011-05-13,15.645609038639,15.668617287225,15.423195968972,15.496055422828,14068300.0
2011-05-16,15.415526552777,15.469212466145,15.208452315501,15.262138228868,18262200.0
2011-05-17,14.40699832308,14.441510695959,13.820287984131,14.153907588632,100424200.0
2011-05-18,14.046535761896,14.050370469993,13.801114443643,13.992849848528,44644200.0
2011-05-19,13.969841599942,14.061874594287,13.80494915174,13.85480035701,31116600.0
2011-05-20,13.808783859838,13.93916393516,13.770436778861,13.797279735545,23005900.0
2011-05-23,13.643891411637,13.80494915174,13.590205498269,13.732089697884,26492700.0
2011-05-24,13.659230244027,13.866304481304,13.643891411637,13.795362381496,27329900.0
2011-05-25,13.682238492614,13.862469773206,13.682238492614,13.808783859838,25474500.0
2011-05-26,13.801114443643,14.088717550971,13.789610319349,14.015858097114,27179800.0
2011-05-27,14.088717550971,14.203758793902,14.081048134775,14.17308112912,20623500.0
2011-05-31,14.295791788247,14.387824782592,14.25744470727,14.334138869224,27368000.0
2011-06-01,14.265114123465,14.30729591254,13.996684556626,14.046535761896,19316200.0
2011-06-02,14.027362221407,14.058039886189,13.923825102769,13.967924245893,16659600.0
2011-06-03,13.824122692229,13.950668059453,13.80494915174,13.847130940815,15963800.0
2011-06-06,13.801114443643,13.896982146085,13.770436778861,13.789610319349,15407700.0
2011-06-07,13.85480035701,13.862469773206,13.640056703539,13.640056703539,16894700.0
2011-06-08,13.509676628217,13.709081449298,13.498172503924,13.559527833487,16012500.0
2011-06-09,13.617048454953,13.701412033102,13.559527833487,13.597874914464,11590900.0
2011-06-10,13.617048454953,13.624717871148,13.475164255338,13.517346044412,14320500.0
2011-06-13,13.517983502382,13.537223444742,13.314040113362,13.333280055723,21738800.0
2011-06-14,13.410239825164,13.575703329463,13.32943206725,13.364063963499,20123600.0
2011-06-15,13.287104194058,13.298648159474,13.063920862678,13.183208505312,24950100.0
2011-06-16,13.117792701287,13.510287525438,13.10624873587,13.456415686829,28167700.0
2011-06-17,13.552615398631,13.591095283351,13.444871721413,13.467959652245,39361800.0
2011-06-20,13.387151894331,13.591095283351,13.387151894331,13.464111663773,16631600.0
2011-06-21,13.517983502382,13.71807890293,13.479503617661,13.583399306407,16958800.0
2011-06-22,13.591095283351,13.660359075848,13.510287525438,13.51413551391,12828800.0
2011-06-23,13.398695859748,13.579551317935,13.294800171002,13.556463387103,19498800.0
2011-06-24,13.537223444742,13.548767410158,13.42178379058,13.429479767524,36850600.0
2011-06-27,13.487199594605,13.602639248767,13.433327755996,13.460263675301,15242400.0
2011-06-28,13.494895571549,13.544919421686,13.450643704121,13.502591548494,14237100.0
2011-06-29,13.53337545627,13.698838960569,13.502591548494,13.679599018209,13512600.0
2011-06-30,13.968198153614,14.329909069989,13.94126223431,14.006678038335,27376900.0
2011-07-01,14.064397865416,14.287581196796,13.983590107502,14.256797289019,14854800.0
2011-07-05,14.152901600273,14.237557346659,13.956654188198,14.033613957639,16387000.0
2011-07-06,14.029765969167,14.079789819304,13.891238384173,13.929718268893,16402200.0
2011-07-07,14.033613957639,14.079789819304,13.97974211903,14.025917980695,16037500.0
2011-07-08,13.902782349589,14.022069992223,13.775798730011,14.018222003751,15076400.0
2011-07-11,13.852758499452,13.852758499452,13.53337545627,13.579551317935,18265400.0
2011-07-12,13.529527467798,13.741166833762,13.506439536966,13.571855340991,15173800.0
2011-07-13,13.621879191128,13.775798730011,13.583399306407,13.637271145016,11064900.0
2011-07-14,13.675751029737,13.733470856818,13.471807640717,13.517983502382,15439900.0
2011-07-15,13.575703329463,13.618031202656,13.456415686829,13.502591548494,15166200.0
2011-07-18,13.460263675301,13.506439536966,13.390999882804,13.475655629189,15326900.0
2011-07-19,13.560311375575,13.741166833762,13.44102373294,13.702686949041,15971100.0
2011-07-20,13.768102753066,13.783494706955,13.510287525438,13.575703329463,15009100.0
2011-07-21,13.598791260295,13.995134072919,13.437175744468,13.94126223431,18116500.0
2011-07-22,14.014374015279,14.283733208324,13.991286084446,14.122117692497,16042300.0
2011-07-25,13.956654188198,14.391476885542,13.937414245838,14.272189242908,19143100.0
2011-07-26,14.272189242908,14.506916539704,14.252949300547,14.418412804846,14617300.0
2011-07-27,14.210621427354,14.318365104572,14.025917980695,14.160597577218,18943400.0
2011-07-28,14.110573727081,14.191381484994,13.898934361117,13.94126223431,14704600.0
2011-07-29,13.775798730011,13.804658643551,13.506439536966,13.53337545627,20455700.0
2011-08-01,13.621879191128,13.660359075848,13.340976032667,13.544919421686,15742700.0
2011-08-02,13.406391836692,13.510287525438,13.213992413088,13.21784040156,16070400.0
2011-08-03,13.1986004592,13.279408217114,12.97541712782,13.190904482256,21102900.0
2011-08-04,12.979265116292,12.983113104764,12.505962534227,12.521354488116,25200900.0
2011-08-05,12.632946153806,12.694129170512,12.128859663965,12.555986384364,31566700.0
2011-08-08,11.978788113554,12.275083225903,11.824868574671,11.855652482448,33821200.0
2011-08-09,11.921068286473,12.140403629381,11.447765704408,12.132707652437,32971100.0
2011-08-10,11.890284378696,11.936460240361,11.459309669824,11.490093577601,27700800.0
2011-08-11,11.447765704408,12.094227767716,11.447765704408,11.948004205777,26863000.0
2011-08-12,12.259691272015,12.452090695618,12.144251617853,12.43669874173,23720100.0
2011-08-15,12.448242707146,12.609858222973,12.402066845482,12.479026614923,17288900.0
2011-08-16,12.286627191319,12.690665980887,12.275083225903,12.54829040742,18155200.0
2011-08-17,12.30586713368,12.390522880065,11.917258777885,12.078835813828,24472200.0
2011-08-18,11.490093577601,13.083160805038,11.020638984008,11.355413981079,96009500.0
2011-08-19,9.0812527940852,9.23902032144,8.7541737739592,9.0812527940852,128945500.0
2011-08-22,9.2967401485211,9.7084749150326,9.2851961831049,9.4083318142111,61134000.0
2011-08-23,9.4391157219877,9.5160754914291,9.2544122753283,9.4429637104598,34141000.0
2011-08-24,9.4429637104598,9.7354108343371,9.3313720447697,9.7007789380884,28904100.0
2011-08-25,9.673843018784,9.7161708919767,9.4198757796273,9.6315151455912,25553900.0
2011-08-26,9.4737476182363,9.7469547997533,9.3967878487949,9.5507073876777,22842500.0
2011-08-29,9.6007312378146,10.062489854463,9.5814912954543,10.050945889047,23075300.0
2011-08-30,9.9970740504378,10.077881808351,9.897026350164,10.024009969742,23412600.0
2011-08-31,10.108665716128,10.162537554737,9.9816820965496,10.016313992798,22640000.0
2011-09-01,10.081729796823,10.181777497097,9.8739384193316,9.8777864078037,16365600.0
2011-09-02,9.6392111225353,9.6584510648957,9.3583079640742,9.3660039410184,18738000.0
2011-09-06,8.9581171629789,9.1120367018617,8.8118936010403,9.0927967595014,28156600.0
2011-09-07,9.2236283675518,9.3602319583102,9.1197326788059,9.289044171577,20444700.0
2011-09-08,9.3698519294904,9.4929875605967,9.1774525058869,9.1851484828311,21517700.0
2011-09-09,9.0620128517248,9.1043407249176,8.6579740621575,8.7156938892385,36896400.0
2011-09-12,8.6691703793681,8.7426707083319,8.5608541051055,8.7349338315989,28227000.0
2011-09-13,8.7542760234315,8.8123025989292,8.6769072561011,8.7813550919971,24346700.0
2011-09-14,8.7774866536306,8.9476979417574,8.6575650642685,8.870329174427,22525700.0
2011-09-15,8.9825138870561,9.0289351474543,8.7929604070967,9.0018560788887,15819600.0
2011-09-16,9.0560142160199,9.1256461066172,8.9554348184904,9.1024354764181,23418700.0
2011-09-19,8.9360926266578,8.9786454486895,8.750407585065,8.862592297694,16875200.0
2011-09-20,8.8471185442279,8.9283557499248,8.6807756944676,8.6923810095672,25844500.0
2011-09-21,8.7349338315989,9.7097802999616,8.5918016120377,9.2765152029115,88373400.0
2011-09-22,8.9167504348252,9.1720673670155,8.6111438038703,8.8200394756623,64315700.0
2011-09-23,8.7117232013998,8.750407585065,8.3171424880149,8.6343544340694,68905500.0
2011-09-26,8.7388022699654,8.9244873115583,8.6769072561011,8.7852235303636,31924000.0
2011-09-27,9.0366720241873,9.4776739979704,8.974777010323,9.1256461066172,39525800.0
2011-09-28,9.2610414494454,9.2765152029115,8.9399610650244,8.9709085719565,23815400.0
